Chunk,Index
"Question IDDate Date of publication

2019_4600 17/09/2021

2016_2894 17/02/2017

2013_361 31/01/2014

2013_65 31/10/2013

2013_94 27/08/2013",46
"Question ID2019_4600

Status 2019_4600

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 124

Paragraph 2

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph n.a.

Name of institution / Austrian Federal Economic Chamber, Division Bank and Insurance

submitter

Country of incorporation / Austria

residence

Type of submitter Industry association

Date of submission 11/03/2019

Published as final Q&A 17/09/2021

Subject matter Application of national decisions pursuant to Article 124(2) CRR

Question

Is it mandatory pursuant to Article 124(5) CRR for an institution in another

member state to apply national decisions, which purport to be released

pursuant to Article 124(2) CRR, but are not published on the EBA website

under Rules and Guidance?

1 of 9Furthermore, if such national decisions are not published under Rules and

Guidance, but e.g. under Options and national discretions only, is it

mandatory that institutions from other member states apply such decision

pursuant to Article 124(5) CRR?

Background on the

As a macro-prudential instrument, Article124 (2) CRR permits a (limited)

question

departure of the full harmonization, i.e. the tightening of European

requirements through national measures, existing within the scope of

application of the CRR under certain conditions. However, a tightening of

the risk weight for exposures fully secured by mortgages on residential

property or on commercial immovable property located in its territory, is

only permitted if loss experience show that the risk weights referred to in

Article125 (2) and/or Article126 (2) CRR, taking into account forward-looking

immovable property markets developments and financial stability

considerations, do not correspond to the actual risk of such exposures.

The consultation paper on regulatory technical standards pursuant to Article

124(4) CRR that has been published by EBA on 6 July 2015, specifies

particular aspects of the criteria set in Article 124(2). As the foreign

currency risk is not mentioned as relevant criterium in Article 124(2) CRR,

consequently, the consultation paper does not consider such aspect.

Q&A 2894 states that it is a requirement that competent authorities

regularly assess whether the risk weights are appropriately based on loss

experience and forward looking immovable property markets developments.

The competent national authorities should consult the EBA on the changes to

the risk weights and criteria applied. Compliance to this requirement is

necessary in order to ensure consistency in the application of higher risk

weights and stricter criteria.

It could be argued that a national decision, which is not based on the criteria

set out in Article 124(2) CRR, cannot comply with the consistency

requirement set out Q&A 2894. Furthermore, such consultation procedure

should allow the EBA to publish the changes to the risk weights and stricter

criteria on its website, such that institutions in all EU Member States can

apply these changes to the risk weights as required by Article 124(5) CRR.

It is therefore unclear whether an institution in another member state shall

apply a national decision, pursuant Article124(2) CRR, in particular in case

such decision:

is not confirmed by the publicly available analysis of the same national

competent authorities stating that the requirements of Article124(2)

CRR for an increase of risk weights are not fulfilled for the immovable

property market segment for which a higher risk weight had been

determined;.or

is based only on foreign currency risk considerations and not on

2 of 9immovable property market risk.

Final answer

In accordance with Article 124(2) of Regulation (EU) No 575/2013 (CRR) as

amended, the designated authorities shall periodically assess whether the

risk-weight for the exposures referred to in Article 125 and 126 CRR located

in one or more parts of their territory are appropriately based on the loss

experience of exposures secured by immovable property and forward-looking

immovable property markets developments.

The same provision states that the designated authorities may set a higher

risk weight or stricter criteria than those set out in Article 125(2) and Article

126(2), where appropriate, on the basis of the described financial stability

considerations.

Article 124(6) CRR clarifies that the institutions of a Member State shall

apply the risk weights and criteria that have been determined by the

authorities of another Member State in accordance with paragraph (2) to all

their corresponding exposures secured by mortgages on residential property

or commercial immovable property located in one or more parts of that

Member State.

The competent authorities shall notify EBA and the ESRB on the adjustments

to the risk weights and criteria applied and EBA and the ESRB shall provide

their opinion to the Member State concerned. EBA and ESRB shall publish

the risk weights and criteria that the relevant authorities set for exposures

referred to in Articles 125, 126 and 199(1)(a). As clarified in Q&A 2894,

compliance to this requirement is irrespective of the possible lack of

regulatory standards.

Institutions should not put into doubt the correctness of the assessment and

consultation on the adjustment of the risk weights published by the EBA and

the ESRB and available on the website under the section Rules and Guidance

- List of changes to risk weights or stricter criteria for exposures secured by

immovable property (Article 124 CRR).

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2019_4600",47
"Question ID2016_2894

Status 2016_2894

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 124

3 of 9Paragraph 2

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph -

Type of submitter Other

Date of submission 06/09/2016

Published as final Q&A 17/02/2017

Subject matter Obligation to carry out analysis and to consult with EBA on planned increase

of risk weights before RTS on this matter are finally adopted and published

in the Official Journal of the European Union

Question

Is there an obligation to carry out appropriate analysis and to consult with

EBA on planned increase of risk weights since RTS on this matter are not

finally adopted and published in the Official Journal of the European Union?

Background on the

Polish Financial Supervision Authority in cooperation with Polish Ministry of

question

Finance wants to make use of Article 124 (2) of the CRR since higher risk

weights (100%) on exposures denominated in foreign currency had been

present in national law prior to introduction of CRDIV/CRR. They prepared

proposal of legal act based on Article 124 (2), increasing risk weights in

banks in Poland for foreign currency denominated expos.

Final answer

The first sub-paragraph of Article 124(2) CRR states that the competent or

designated authorityies shall periodically and at least annually assess

whether the risk weight of 35% for exposures to one or more property

segments secured by mortgages on residential property referred to in Article

125 located in one or more parts of the territory of the Member State of the

relevant authority and the risk weight of 50% for exposures secured by

mortgages on commercial immovable property referred to in Article 126

located in one or more parts of the their territory of the Member State of the

relevant authority are appropriately based on (a) the loss experience and (b)

forward-looking immovable property markets developments. This

requirement applies irrespective of the draft regulatory standards being

submitted to the Commission.

The same applies to the requirement to consult notify the EBA and the ESRB

on the adjustments to the risk weights and criteria applied, as referred to in

the sixth sub-paragraph of Article 124(2) CRR: the competent or designated

authorityies should consult the EBA on the changes to the risk weights and

4 of 9criteria applied, irrespective of the draft regulatory standards on this topic

being finalised. Compliance to this requirement is necessary in order to

ensure consistency in the application of higher risk weights and stricter

criteria, and in order to allow the EBA to publish the changes to the risk

weights and stricter criteria on its website, such that institutions in all EU

Member States can apply these changes to the risk weights as required by

Article 124(5)(6) CRR.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been updated in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2016_2894",48
"Question ID2013_361

Status 2013_361

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 124

Paragraph 2, 3

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph Not applicable

Type of submitter Competent authority

Date of submission 08/10/2013

Published as final Q&A 31/01/2014

Subject matter Applicability of the transitional period under Article 124(3) of Regulation

(EU) No. 575/2013

Question

According to Article 124(3) of Regulation (EU) No. 575/2013 (CRR),

institutions should have a 6-month transitional period to apply higher risk

weights set by the competent or designated authorities to exposures secured

by mortgages on immovable property.

Should this transitional period also apply if the national authority decides

under CRR to set risk weights at the same level and to the same extent, i.e.

for the same kind of exposures that are currently set under CRD (so in fact

such decision would not result in a higher capital requirements for banks in

5 of 9comparison to current national legislation)?

Background on the

According to current Polish legislation, for FX exposures secured by

question

mortgages on residential property, a 100% risk weight is applied. A 50% risk

weight for exposures secured by mortgages on commercial immovable

property is not allowed (except for leasing transactions and properties

located in countries where 50% risk weight is applied) and 100% risk weight

is applied. Taking into account the above, the 100% risk weight in case of

aforementioned exposures, however higher than ""general"" level, would in

fact remain unchanged. So, the transitional period does not seem to be

justified or needed.

Final answer

Article 124(3) of Regulation (EU) No. 575/2013 (CRR) provides that ""when

the competent or designated authorities set a higher risk weight or stricter

criteria, institutions shall have a 6-month transitional period to apply the

new risk weight"". The purpose of this transitional provision is to provide

institutions with the necessary time to adapt to the new risk weights. In the

event that no new risk weights are imposed under the provisions of Article

124(2) of the CRR, the transitional period is not relevant.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been updated in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_361",49
"Question ID2013_65

Status 2013_65

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article Article 124

Paragraph 1 & 2

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph N/A

Type of submitter Credit institution

Date of submission 16/07/2013

6 of 9Published as final Q&A 31/10/2013

Subject matter Immovable property risk weights under the standardised approach

(residential)

Question

Is the 35% standardised risk weight applicable to exposures fully and

completely secured by mortgages on residential property outside the Union?

Background on the

Article 125(1) of Regulation (EU) No 575/2013 (CRR) allows for exposures

question

fully and completely secured by mortgages on residential property to receive

a 35% risk weight where the conditions in 125(2) are met unless otherwise

decided by the competent authorities in accordance with Article 124(2).

Competent authorities can increase risk weights in their territory based on

loss experience and forward-looking property market developments but the

Regulation is silent on how risk weights should be determined for property

markets outside the Union .e.g. Hong Kong.

Final answer

Article 125(1) of Regulation (EU) No 575/2013 (CRR) does apply to

exposures secured by mortgages on residential property outside of the

Union. Article 124(2) requires in the fifth subparagraph that for property in

their territory, competent authorities have to set a higher risk weight

corresponding to the actual risks under certain conditions. For third

countries, Article 124(2) does not establish such a requirement but

competent authorities are still able to set higher risk weights or apply

stricter criteria for exposures secured by immovable property located in

third countries based on financial stability considerations as set out in the

second, third and fourth subparagraphs and after consultation with EBA in

accordance with the sixth subparagraph.

DISCLAIMER:

This question goes beyond matters of consistent and effective application of

the regulatory framework. A Directorate General of the Commission

(Directorate General for Internal Market and Services) has prepared the

answer, albeit that only the Court of Justice of the European Union can

provide definitive interpretations of EU legislation. This is an unofficial

opinion of that Directorate General, which the European Banking Authority

publishes on its behalf. The answers are not binding on the European

Commission as an institution. You should be aware that the European

Commission could adopt a position different from the one expressed in such

Q&As, for instance in infringement proceedings or after a detailed

examination of a specific case or on the basis of any new legal or factual

elements that may have been brought to its attention.

7 of 9Answer prepared by Answer prepared by the European Commission because it is a matter of

interpretation of Union law.

Note to Q&A

Update 26.03.2021: This Q&A has not yet been reviewed by the European

Commission in the light of the changes introduced to Regulation (EU) No

575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_65",50
"Question ID2013_94

Status 2013_94

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 124, 125, 126

Paragraph

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph N/A

Type of submitter Credit institution

Date of submission 26/07/2013

Published as final Q&A 27/08/2013

Subject matter Applicable risk weights for agricultural properties.

Question

Should exposures fully secured by agricultural properties be assigned a risk

weight of 100% according to article 124 or can they be considered as

residential or commercial properties according to article 125 and 126 and,

thus, have a lower risk weight?

Background on the

Exposures fully secured by mortgages on immovable property shall,

question

according to article 124, shall be assigned a risk weight of 100% unless the

property is classified as residential or commercial. In article 4 (75) there is a

definition of residential property but there is no corresponding definition of

commercial property.

Final answer

Unless the residential purpose dominates the purpose of commercial

exploitation of the property, agricultural and silvicultural and forest

properties should be considered commercial properties.*

8 of 9*As of 31/10/2013 this answer was corrected.

DISCLAIMER:

This question goes beyond matters of consistent and effective application of

the regulatory framework. A Directorate General of the Commission

(Directorate General for Internal Market and Services) has prepared the

answer, albeit that only the Court of Justice of the European Union can

provide definitive interpretations of EU legislation. This is an unofficial

opinion of that Directorate General, which the European Banking Authority

publishes on its behalf. The answers are not binding on the European

Commission as an institution. You should be aware that the European

Commission could adopt a position different from the one expressed in such

Q&As, for instance in infringement proceedings or after a detailed

examination of a specific case or on the basis of any new legal or factual

elements that may have been brought to its attention.

Answer prepared by Answer prepared by the European Commission because it is a matter of

interpretation of Union law.

Note to Q&A

Update 26.03.2021: This Q&A has not yet been reviewed by the European

Commission in the light of the changes introduced to Regulation (EU) No

575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_94

European Banking Authority, 03/03/2025

www.eba.europa.eu

9 of 9

---- Page Break ----

Single Rulebook Q&A",51
"Question ID2013_19

Status 2013_19

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Own funds

Article 92

Paragraph

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph N/A

Type of submitter Competent authority

Date of submission 03/07/2013

Subject matter Recognition of Additional Tier 1 and Tier 2

Question

Article 92 of Regulation (EU) No 575/2013 introduces minimum ratios for

CET 1 (4,5 %), Tier 1 (6%) and total capital (8 %). Setting aside any buffer

requirements, this means that an institution that holds a total capital ratio of

8% can have at most: - 18,75 % of AT 1 capital, and - 25% of Tier 2 capital,

as a percentage of its total regulatory own funds. Are these percentages a

cap for the recognition of AT 1 and Tier 2 in regulatory capital that may not

be exceeded at any time regardless of the capital ratio the institution

actually holds (similar to what is currently set out in Article 66 of Directive

2006/48/EC (Capital Requirements Directive)) or does the Regulation (EU)

No 575/2013 repeal the gearing limits used in Directive 2006/48/EC (Capital

Requirements Directive), giving institutions freedom to decide on the

composition of their regulatory capital as long as they meet the minimum

requirements mentioned in Article 92?

Background on the

Not given

question

Final answer

Additional Tier 1 instruments and Tier 2 instruments can be taken into

account in total own funds without limits under Regulation (EU) No

575/2013

1 of 2Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been reviewed in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR) and continues to be

relevant.

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_19

European Banking Authority, 03/03/2025

www.eba.europa.eu

2 of 2

---- Page Break ----

Single Rulebook Q&A",52
"Question ID2013_482

Status 2013_482

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 133 versus 390

Paragraph 6

Subparagraph e

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph not applicable

Name of institution / Austrian Federal Economic Chamber, Division Bank and Insurance

submitter

Country of incorporation / Austria

residence

Type of submitter Industry association

Date of submission 01/11/2013

Published as final Q&A 19/09/2014

Subject matter Under the large exposure regime Article 390 (6)(e) of CRR provides an

exemption for deduction of items according to article 36, 56 and 66. These

deducted items must not be considered in the large exposure regime.

Question

Is it correct that deducted equity exposures do not need to be reported in the

solvency regime as well (=same procedure as in Large Exposure regime) or

do they have to be reported in asset class “equity exposures” with a risk

weight of 0%?

Background on the

Under Basel II such deducted equity exposures have to be reported with 0%

question

(according to the solvency regime of the Austrian Banking Act).

Final answer

The treatment for supervisory reporting of direct, indirect or synthetic

holdings of CET1 instruments in financial sector entities is laid down in the

instructions to the solvency reporting templates (templates CA1 and CA4 in

1 of 2particular). These holdings shall be reported as deductions from CET1. The

templates and the instructions are included in the Commission Implementing

Regulation (EU) No 680/2014 of 16 April 2014 as Annex I and Annex II

respectively.

DISCLAIMER:

This question goes beyond matters of consistent and effective application of

the regulatory framework. A Directorate General of the Commission

(Directorate General for Internal Market and Services) has prepared the

answer, albeit that only the Court of Justice of the European Union can

provide definitive interpretations of EU legislation. This is an unofficial

opinion of that Directorate General, which the European Banking Authority

publishes on its behalf. The answers are not binding on the European

Commission as an institution. You should be aware that the European

Commission could adopt a position different from the one expressed in such

Q&As, for instance in infringement proceedings or after a detailed

examination of a specific case or on the basis of any new legal or factual

elements that may have been brought to its attention.

Answer prepared by Answer prepared by the European Commission because it is a matter of

interpretation of Union law.

Note to Q&A

Update 26.03.2021: This Q&A has not yet been reviewed by the European

Commission in the light of the changes introduced to Regulation (EU) No

575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_482

European Banking Authority, 03/03/2025

www.eba.europa.eu

2 of 2

---- Page Break ----

Single Rulebook Q&A",53
"Question ID2013_482

Status 2013_482

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 133 versus 390

Paragraph 6

Subparagraph e

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph not applicable

Name of institution / Austrian Federal Economic Chamber, Division Bank and Insurance

submitter

Country of incorporation / Austria

residence

Type of submitter Industry association

Date of submission 01/11/2013

Published as final Q&A 19/09/2014

Subject matter Under the large exposure regime Article 390 (6)(e) of CRR provides an

exemption for deduction of items according to article 36, 56 and 66. These

deducted items must not be considered in the large exposure regime.

Question

Is it correct that deducted equity exposures do not need to be reported in the

solvency regime as well (=same procedure as in Large Exposure regime) or

do they have to be reported in asset class “equity exposures” with a risk

weight of 0%?

Background on the

Under Basel II such deducted equity exposures have to be reported with 0%

question

(according to the solvency regime of the Austrian Banking Act).

Final answer

The treatment for supervisory reporting of direct, indirect or synthetic

holdings of CET1 instruments in financial sector entities is laid down in the

instructions to the solvency reporting templates (templates CA1 and CA4 in

1 of 2particular). These holdings shall be reported as deductions from CET1. The

templates and the instructions are included in the Commission Implementing

Regulation (EU) No 680/2014 of 16 April 2014 as Annex I and Annex II

respectively.

DISCLAIMER:

This question goes beyond matters of consistent and effective application of

the regulatory framework. A Directorate General of the Commission

(Directorate General for Internal Market and Services) has prepared the

answer, albeit that only the Court of Justice of the European Union can

provide definitive interpretations of EU legislation. This is an unofficial

opinion of that Directorate General, which the European Banking Authority

publishes on its behalf. The answers are not binding on the European

Commission as an institution. You should be aware that the European

Commission could adopt a position different from the one expressed in such

Q&As, for instance in infringement proceedings or after a detailed

examination of a specific case or on the basis of any new legal or factual

elements that may have been brought to its attention.

Answer prepared by Answer prepared by the European Commission because it is a matter of

interpretation of Union law.

Note to Q&A

Update 26.03.2021: This Q&A has not yet been reviewed by the European

Commission in the light of the changes introduced to Regulation (EU) No

575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_482

European Banking Authority, 03/03/2025

www.eba.europa.eu

2 of 2

---- Page Break ----

Single Rulebook Q&A",54
"Question ID2013_502

Status 2013_502

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Own funds

Article 471

Paragraph 1

Subparagraph (d)

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph Not applicable

Type of submitter Law firm

Date of submission 04/11/2013

Published as final Q&A 04/07/2014

Subject matter Exemption from deduction of Equity Holdings in an insurance company from

CET1

Question

Pursuant to Article 471(1)(d) of Regulation (EU) No 575/2013 (CRR), in order

not to deduct the equity investment in an insurance company, should “the

amount of the equity holding which is “not deducted” not exceed (i) the

“amount of shares” (13% share of the insurance company’s capital) or (ii) the

“book value” (EUR 2 billion), held in the Common Equity Tier 1 instruments

in the Insurance company as of December 31, 2012?

Background on the

An institution holds an equity investment in an insurance company. Under

question

Article 471 (1), the institution decides to exercise the exemption of equity

holdings in insurance companies from CET1 by the end of 2014, according to

relevant decisions of the competent authorities. As of December 31, 2012,

the percentage of the equity investment in the insurance company is 13%

and the book value, calculated using the equity method, is €2bn. As of

December 31, 2014, the percentage of the equity investment in the

insurance company remains at 13% and the new book value increases to

€2.3bn only because of the application of the equity method (without any

further investment). In any case, the exercise of the exemption meets all the

conditions set out in Article 471, points (a), (b) and (c).

1 of 2Final answer

FFor the purpose of Article 471(1)(c) of Regulation (EU) No. 575/2013

(CRR), the equity holdings of the institution in the insurance company shall

not exceed 15% of the CET1 instruments issued by that insurance company

as at 31 December 2012 and during the period from 1 January 2013 and 31

December 2022 2024. If this condition is not met then the equity holding of

the institution in the insurance company shall be deducted. For the purpose

of Article 471(1)(d) of the CRR, the amount of the equity holdings not

deducted shall not exceed the amount held in CET1 instruments in the

insurance company as at 31 December 2012. These two conditions apply

together and shall be met in order for equity holdings not to be deducted.

In the case submitted, as of 31 December 2014, the equity holding of the

institution in the insurance company (13%) remains below the threshold of

15%. The condition of Article 471(1)(c) of the CRR is thus met. However, the

amount of the equity holding in the insurance company at that date ( EUR ac

2.3bn) is above the cap of EURac2bn, which results from the application of

Article 471(1)(d). Therefore, in the situation described, the amount of the

equity holding that could be risk-weighted would be EUR 2bn. EUR 0.3bn

would have to be deducted from own funds.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been updated in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_502

European Banking Authority, 03/03/2025

www.eba.europa.eu

2 of 2

---- Page Break ----

Single Rulebook Q&A",55
"Question ID2013_511

Status 2013_511

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 127

Paragraph 1

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph not applicable

Type of submitter Competent authority

Date of submission 07/11/2013

Published as final Q&A 30/04/2014

Subject matter Definition of exposure class ""Exposures in default"" under SA approach

Question

Are all exposures of the defaulted obligor taken into account when assigning

exposures into the exposure class ""Exposures in default"" or just individual

exposure(s) of that obligor that is (are) in default, since the definition of

""Exposures in default"" has changed (default definition according to the IRB

approach)?

Background on the

The definition of exposures in default has changed compared to Directive

question

2006/48/EC in a way that the reference regarding the default definition is

made to the IRB approach. So when default of the obligor occurs under this

definition (Article 178 of the CRR), all exposures of defaulted obligor are

taken into account. However under the SA approach the treatment so far

was(is) that only exposures that are past due more than 90 days are

categorised under ""Exposures in default"". Since the latter definition has

changed, my question is whether still only individual exposures that had

defaulted under the IRB definition are taken into account in the SA

approach.

Final answer

Yes, all exposures of a defaulted obligor must be assigned to the exposure

1 of 2class ""Exposures in default"" under Article 127 of Regulation (EU) No

575/2013 (CRR), except for those retail exposures to an obligor, for which

the definition of default in Article 178 of this Regulation is not met (i.e.

individual credit facility approach).

Article 127 of the CRR applies to any item where the obligor has defaulted in

accordance with Article 178, but in the case of retail exposures solely to any

credit facility which has defaulted in accordance with Article 178. Article 178

of the CRR states that in the case of retail exposures, institutions may apply

the definition of default laid down in points (a) and (b) of the first

subparagraph at the level of an individual credit facility rather than in

relation to the total obligations of a borrower.

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been reviewed in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR) and continues to be

relevant.

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_511

European Banking Authority, 03/03/2025

www.eba.europa.eu

2 of 2

---- Page Break ----

Single Rulebook Q&A",56
"Question ID2013_66

Status 2013_66

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Credit risk

Article 126

Paragraph 1 and 2

Subparagraph

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph N/A

Type of submitter Credit institution

Date of submission 16/07/2013

Published as final Q&A 31/10/2013

Subject matter Immovable property risk weights under the standardised approach

(commercial)

Question

Is the 50% standardised risk weight applicable to exposures fully and

completely secured by mortgages on commercial property outside the

Union?

Background on the

Article 126(1) of Regulation (EU) No 575/2013 (CRR) allows for exposures

question

fully and completely secured by mortgages on commercial property to

receive a 50% risk weight where the conditions in 126(2) are met unless

otherwise decided by the competent authorities in accordance with Article

124(2). Competent authorities can increase risk weights in their territory

based on loss experience and forward-looking property market developments

but the Regulation is silent on how risk weights should be determined for

property markets outside the Union .e.g. Hong Kong.

Final answer

Article 126(1) of Regulation (EU) No 575/2013 (CRR) does apply to

exposures secured by mortgages on residential commercial* property

outside of the Union. Article 124(2) requires in the fifth subparagraph that

for property in their territory, competent authorities have to set a higher risk

1 of 2weight corresponding to the actual risks under certain conditions. For third

countries, Article 124(2) does not establish such a requirement but

competent authorities are still able to set higher risk weights or apply

stricter criteria for exposures secured by immovable property located in

third countries based on financial stability considerations as set out in the

second, third and fourth subparagraphs and after consultation with EBA in

accordance with the sixth subparagraph.

*As of 21/02/2014 this answer was corrected

DISCLAIMER:

This question goes beyond matters of consistent and effective application of

the regulatory framework. A Directorate General of the Commission

(Directorate General for Internal Market and Services) has prepared the

answer, albeit that only the Court of Justice of the European Union can

provide definitive interpretations of EU legislation. This is an unofficial

opinion of that Directorate General, which the European Banking Authority

publishes on its behalf. The answers are not binding on the European

Commission as an institution. You should be aware that the European

Commission could adopt a position different from the one expressed in such

Q&As, for instance in infringement proceedings or after a detailed

examination of a specific case or on the basis of any new legal or factual

elements that may have been brought to its attention.

Answer prepared by Answer prepared by the European Commission because it is a matter of

interpretation of Union law.

Note to Q&A

Update 26.03.2021: This Q&A has not yet been reviewed by the European

Commission in the light of the changes introduced to Regulation (EU) No

575/2013 (CRR).

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_66

European Banking Authority, 03/03/2025

www.eba.europa.eu

2 of 2

---- Page Break ----

Single Rulebook Q&A",57
"Question ID2013_668

Status 2013_668

Status Final Q&A

Legal act Regulation (EU) No 575/2013 (CRR)

Topic Market risk

Article 305

Paragraph 2, 3

Subparagraph a

COM Delegated or Not applicable

Implementing

Acts/RTS/ITS/GLs/Recom

mendations

Article/Paragraph N/A

Name of institution / AFME - Association for Financial Markets in Europe

submitter

Country of incorporation / UK

residence

Type of submitter Industry association

Date of submission 17/12/2013

Published as final Q&A 23/05/2014

Subject matter Conditions for application of 4% risk weight

Question

Please confirm that the criteria in Article 305(2)(a) is met with gross

omnibus segregation solutions that provide the same level of segregation as

individual segregation (e.g. account segregation with asset-tagging, where

good individual asset attribution yields the same results as individual

segregation).

Background on the

Article 305(2)(a) and Article 305(3) together provide the risk weights for

question

segregation, replacing (under certain circumstances) the 2% risk weight in

Article 306 with 4% risk weight. We believe that Legal Segregation with

Operation Comingling, for example, meets the criteria in Article 305(2)(a).

Final answer

Article 305, together with Article 306 of Regulation (EU) No. 575/2013

(CRR), allow a preferential treatment for client exposures towards a QCCP

1 of 3provided certain eligibility criteria are fully or partially met. Article 305(2)(a)

contains a core criteria that explicitly requests that:

""the positions and assets of that institution related to those transactions are

distinguished and segregated, at the level of both the clearing member and

the CCP, from the positions and assets of both the clearing member and the

other clients of that clearing member and as a result of that distinction and

segregation those positions and assets are bankruptcy remote in the event of

the default or insolvency of the clearing member or one or more of its other

clients;""

Therefore, the CRR clearly requires use of a clearing account that provides

at least an equivalent level of client protection as individual client

segregation. In order to benefit from the 2% risk weight the client must not

be exposed to risk arising other than from its own positions and assets. If

the client is exposed to a double default of its clearing member and another

client, or to a loss of value of other clients' collateral, then it should not

benefit from the 2% weighting. 'Asset-tagging' or 'good individual asset

attributions' do not necessarily guarantee this condition nor the other

conditions laid down in Article 305(2) of the CRR in practice.

In the instance where a client faces fellow client risk, as described in Article

305(3) of the CRR, where an institution that is a client is not protected from

losses in the case that the clearing member and another client of the

clearing member jointly default, they may benefit from the 4% risk weight so

long as all other conditions of Article 305(2) are met. This would also include

the condition that the positions and assets of that institution related to their

CCP-related transactions are still distinguished and segregated at the level

of both the clearing member and CCP, from the positions and assets of both

the clearing member and the other clients of that clearing member.

Following this, gross omnibus segregation (legal segregation & operational

comingling) may be an acceptable level of segregation for institutions if they

can demonstrate to offer the aforementioned level of protection.

Where the conditions of Article 305(2) or (3) of the CRR are not met, the

institution shall calculate the own funds requirements in accordance with

Article 305(1).

Answer prepared by Answer prepared by the EBA.

Note to Q&A

Update 26.03.2021: This Q&A has been reviewed in the light of the changes

introduced to Regulation (EU) No 575/2013 (CRR) and continues to be

relevant.

Link https://www.eba.europa.eu/single-rule-book-qa/qna/view/publicId/2013_668

2 of 3European Banking Authority, 03/03/2025

www.eba.europa.eu

3 of 3

---- Page Break ----

Single Rulebook Q&A",58
